samplename	purity	ploidy
7117854b-6f0a-4a43-b66c-506a3e29377d	0.82	2.2192
711c8a16-3cf8-42d8-b29e-fd1e9ef1c82b	0.7	1.9887
712ba532-fb1a-43fa-a356-b446b509ceb7	0.66	2.0003
712e5f3c-c623-11e3-bf01-24c6515278c0	0.25	1.9967
7158c9fd-a633-4fef-aa23-bd285f2a87a8	0.38	2.1101
715f59dd-a80f-422d-988c-f73f4b987baf	0.94	1.5869
7163a0f7-2c69-40b8-8857-8ab3f46f0acf	0.86	1.9094
7181dd10-1371-4cb6-9219-a9542c62b854	0.55	1.8379
718c5a31-6b19-4f68-9fb9-79b0c00d64a5	0.37	1.945
71982a1b-52a4-440f-bd5d-62a0e6cc7fd9	0.69	2.1928
71a2b4a2-88dd-4911-a67e-70b3309c4a12	0.45	2.9185
71ef8379-03a0-4b81-92c9-1ba666fe4d7a	0.45	1.85
71fda5a9-7049-406f-9348-2c24f7ddf5f4	0.67	2.8474
72108583-5320-46ec-945f-5ff173d7dc15	0.25	3.0057
72293a70-9dc8-4e4a-acdc-c74587a90420	0.89	1.5668
7243992d-0763-4b75-8066-e8e5309d0193	0.84	2.5829
724bf2b8-a246-4b6f-85f8-95824c03896e	0.33	1.52
7260f57c-c623-11e3-bf01-24c6515278c0	0.7	2.4402
7266ec7b-4824-4b88-910e-e9bfb848d55f	0.56	1.8087
729229fe-92b9-439b-acd2-b49159116a41	0.41	2.1892
72a27124-24b9-41f7-a065-774fdf5f7d19	0.5	1.9463
72a5e569-99d4-47bc-be1b-6296a5025080	0.61	1.9142
72b62805-76f9-476a-b876-a781e69a2c90	0.98	2
72c22a8c-c622-11e3-bf01-24c6515278c0	0.75	1.8221
72f0a49a-aec8-47e5-846a-956c4da1507c	0.83	3.9448
72f82fbd-9838-4082-b605-bc3d80226f16	0.94	3.6472
7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c	0.81	1.9792
73058c80-607e-4b55-b112-8f8f6775d014	0.22	1.8774
734a8251-9ecc-47f5-835f-846b67693ca6	0.77	1.9329
7364a112-61b9-41c6-b85f-18c97c54cefd	0.95	2.0151
73936e8b-c893-4afd-bd1f-be90c06a4869	0.67	3.1359
73afad06-c623-11e3-bf01-24c6515278c0	0.86	2.0221
73f7718b-f9b1-4a63-a561-0c9cc2abeb9f	0.33	1.9266
74039acd-5aca-4c65-818c-3b577d295be0	0.39	3.7256
7410c00d-ed0b-48dc-a4bf-eb76ac613980	0.85	1.9609
741c4656-0fd0-416e-86c8-f6533b6c96f4	0.5	1.8391
7456abd5-303e-4e6f-bf4e-47efefc7310f	0.27	2.3399
745b8756-0eab-423f-8cde-e0ff1aaa6596	0.86	1.9563
748d3ff3-8699-4519-8e0f-26b6a0581bff	0.47	1.8255
74b57d2c-a83f-4798-b86b-a533975e4cc0	0.49	2.6333
74db46a8-a499-4951-af33-1d53b7d1c9b4	0.97	1.9303
74e5905f-6350-498a-9454-9ea0593d2f56	0.69	3.6061
74ec279a-c622-11e3-bf01-24c6515278c0	0.26	1.9352
7512b38c-c623-11e3-bf01-24c6515278c0	0.37	1.7915
754d26af-f184-497c-856a-cd1ea7a5115c	0.17	3.4237
759d30b2-ddb8-49e2-a604-57ff9222d3a0	0.68	2.0006
759e20be-6a2b-4c54-aca0-6d358598d6f5	0.49	2.0025
75ad15b9-8f9c-40c1-9ca6-1e8454fbd310	0.71	3.6879
75ba6722-1148-4a52-a9ed-68d890238205	0.66	2.8796
75cd90ef-e884-4812-bbf3-5a524d95147e	0.56	1.859
75e1bdbc-474e-4367-9b4a-963b31f3b297	0.5	4.22
75fac59c-3346-4c5a-bb9f-fb67fec8d13b	0.58	1.8096
760881cc-c623-11e3-bf01-24c6515278c0	0.86	1.98
7625877a-7a2b-466f-944b-9e56689ad47b	0.24	1.8899
764ded9e-c622-11e3-bf01-24c6515278c0	0.53	1.8247
767517f2-f94c-44bb-9af6-36b662b166ef	0.79	1.9287
76788f17-257d-47c7-ad85-ac5f959216b5	0.97	1.9298
769e2ac9-a121-4b2a-a0fd-5f755b579811	0.53	1.935
76a0d9c9-5e69-44e8-9ed2-6d2e387803fc	0.39	1.8124
7731ef7f-25bd-42f5-9a20-be249306a711	0.56	3.1883
7789ef18-c623-11e3-bf01-24c6515278c0	0.3	1.9173
77bf9514-88da-473b-9a91-f669ef3cd343	0.74	1.9444
77c022d3-2f29-49d3-a1df-cc2e9407fd7f	0.6	1.64
77ebe6d2-6537-49d3-849d-fe93e2cf52af	0.59	1.9302
78100212-65aa-4365-8b64-4b33f77732d5	0.56	1.8028
78103d9b-0b8a-431e-bb58-5c99fbea12e4	0.57	3.7813
7815397b-aa39-4b79-bcaa-6859a3f115f8	0.34	2.1484
783579bd-e29d-457c-8236-1a80b557600c	0.65	1.8724
7866dfb2-46b3-42b4-905b-12f80593d6bd	0.4	3.6955
786fc3e4-e2bf-4914-9251-41c800ebb2fa	0.88	1.9115
78bc2608-c623-11e3-bf01-24c6515278c0	0.68	1.8495
78bc4dfa-c622-11e3-bf01-24c6515278c0	0.24	2.0912
78bd2aa8-e5f6-4b4b-96f0-d406fbdbcee8	0.61	2.0028
79133e29-ba0b-4e2f-a6d9-bf294c5144f0	0.63	2
79169c46-7049-4576-9885-63973db76ab9	0.88	1.9303
79353875-9d86-4063-a8ea-1d998acb1e81	0.8	1.9756
79524d64-8f4a-4889-b345-33198808b9de	0.94	1.93
796a8782-6d7e-47c8-b322-fcfe1dd240c8	0.48	1.8185
7981bbf3-dceb-4d89-900c-555967e97921	0.28	1.885
79914ce9-04d8-4b0d-9f16-2e528044966e	0.51	1.9142
79b23f34-c623-11e3-bf01-24c6515278c0	0.8	1.8425
79e81ab3-5466-4324-9387-2de00d62315c	0.72	1.9361
79eb7bba-f0d8-462c-add7-20a2fb7843e1	0.63	1.7219
79fa8423-2014-4536-a1f9-cb48aed3c45f	0.57	1.946
7a4f6014-f7a2-459b-bc43-df164e73cbba	0.53	3.6403
7a5d3b6b-be5a-4e55-9255-32a069b8af3d	0.94	2.9422
7a6cb147-a576-446d-a605-fa846ea3d1ad	0.64	2.3669
7a86abdc-d554-43bd-ad47-22d439c930ef	0.23	1.928
7a921087-8e62-4a93-a757-fd8cdbe1eb8f	0.95	1.742
7a95af21-ca7c-4596-9c83-66d11ca0c417	0.3	1.9154
7ac0b303-d685-4fa5-bfec-34d2ba1dbc8e	0.53	3.1238
7ac3e543-3bc2-4a59-84fc-b5aa0def592c	0.37	2.6197
7adcea71-1aed-450c-b0ff-b9d9820c6153	0.72	1.9048
7ae3671f-bf98-4693-8f35-3b762c9121d4	0.52	1.4061
7ae510f8-c622-11e3-bf01-24c6515278c0	0.5	2.4108
7ae872a6-c623-11e3-bf01-24c6515278c0	0.33	2.1077
7ae9b843-488f-459c-8c0d-c81dcae57f99	0.39	2.0141
7b08e810-f3c9-4155-ac11-f45a3a4f8b41	0.72	2.8052
7b0b60c7-5fa0-440e-937f-8d82119330d6	0.78	2.9912
7b296706-b535-45a0-9a8e-4a34a8c33bb5	0.99	1.9302
7b318282-5df4-42bc-b1e0-0e4a66ba9204	0.61	1.7794
7b482f46-adcc-48ae-a4d6-17f4edd998dc	0.93	2.0573
7ba70717-d65e-4a45-af79-60a976770526	0.26	2.0368
7bc3209f-b349-49bf-9b3d-44ef870b586f	0.76	1.7623
7bd3d112-d411-4ea8-a9a9-bd965f0fc943	0.47	1.8938
7bd4d5e2-69ee-4264-93e4-2ba01418c460	0.35	4.1399
7bdcb78a-c623-11e3-bf01-24c6515278c0	0.35	1.9273
7c405ca0-c622-11e3-bf01-24c6515278c0	0.71	2.1201
7c43c006-d917-4915-b304-65995b6c0d46	0.72	3.4369
7c477f01-8000-49dc-a692-e47fc15e0b4f	0.95	2.1033
7c5c2293-3f40-4ae3-8346-6a327b2abf4d	0.38	2.63
7cae6c0b-36fe-411b-bbba-093a4c846d84	0.95	1.7798
7cb71498-6ada-43c6-912b-bad4f93cf580	0.55	1.7325
7ccb9a4d-6f48-41c2-a630-27fde8c67d60	0.54	1.8308
7ccee959-1e87-4a39-b6b3-840ddcb94995	0.91	1.8981
7cd7fe38-c623-11e3-bf01-24c6515278c0	0.36	1.8404
7cdbe0e8-f614-4f54-b864-fd6b39e8ef1c	0.77	3.153
7d04f401-3505-410c-8def-0348ecd8aae2	0.8	3.5977
7d2a22eb-7344-4cba-ad7d-94c3f9ef3d7c	0.9	1.8802
7d2da7ba-f57c-4083-9572-6fa98008083b	0.49	1.6746
7d332cb1-ba25-47e4-8bf8-d25e14f40d59	0.92	3.5383
7d38018a-c622-11e3-bf01-24c6515278c0	0.91	2.4783
7d52a9e7-b5a9-4519-96fd-e8be42a7890c	0.95	1.9303
7d59205a-65ec-4341-9748-28639d82ed29	0.46	1.9411
7d6fb1a7-7742-4b8c-9903-abff706240b5	1	1.8769
7d734d06-f2b1-4924-a201-620ac8084c49	0.38	2.3666
7d7fff91-3f69-4123-b514-140ed3d9cd66	0.17	1.8275
7dc3e035-c7ae-4164-a62b-9c2460812b05	0.74	1.957
7dc5f8ba-0080-43d3-8426-bd527a970761	0.82	3.262
7dd2dc62-0eb4-4d45-86f1-e9e9377181ca	0.62	1.8354
7dddd413-d2c6-4f75-bbf6-3b202877546e	0.98	2.0152
7df3a542-c623-11e3-bf01-24c6515278c0	0.38	2.7453
7dfcfe29-3900-4d7b-8067-60c51584b0b1	0.92	2.0001
7e036d40-b669-4929-a1e2-c4736e01a473	0.24	2.0145
7e10e325-16d2-42df-b957-df4d3a9477d0	0.42	1.907
7e22401d-f4cd-44c5-8a01-b08a439e5a31	0.66	3.221
7e305f31-fbb0-4bce-894b-1dd85e303421	0.75	1.9877
7e4d570e-f26b-41fb-84c5-2a6f7d668bb5	0.46	1.8736
7e584ff6-0b81-4f85-81da-b8117afee326	0.71	2.9869
7eac4710-c622-11e3-bf01-24c6515278c0	0.92	2.0362
7eb0ee38-fbe2-49ea-ba63-aa13825eca6e	0.82	3.0993
7eb0f792-858f-45d1-a908-125b02ea1506	0.55	2.7428
7edc42d3-d08e-4360-a3e1-aeb57cfc6640	0.75	2.6365
7ef9fd9b-d349-4ec3-ab4d-1a1d11c0204b	0.72	1.7699
7f031d71-3cb7-4744-86bd-a3beecfe166e	0.53	3.2364
7f03cb4b-60b1-460c-b761-402e7ca09b0d	0.24	2.0064
7f22b0f7-4040-4c84-939e-894c3050ef5d	0.98	1.9148
7f42e118-aab6-438a-9e84-e7451fe12d7e	0.34	1.8673
7f5fd36f-6e30-45ca-92a5-d8a8a8ee1bc2	0.62	1.746
7f795952-c623-11e3-bf01-24c6515278c0	0.86	2.9188
7f7e007e-4b06-4328-b116-6dcdb2ad8181	0.53	2.0366
7f9382a5-f6da-4fe8-93ad-6adc91f508fa	0.61	1.9309
7f94d650-41b9-4664-bcde-dc8533e4602d	0.35	3.4697
7fba5aac-c622-11e3-bf01-24c6515278c0	0.26	4.6039
7fc7b316-f3d3-4e71-9417-423fe334e6bc	0.69	1.8776
7fcd8af9-4d73-4c97-95cc-b30b09f21bb2	0.42	1.6795
7fdd07a4-4a27-40c3-af92-a0074e6391f5	0.47	2.9365
7fe96e71-436d-49d4-9e47-e104e1203568	0.18	1.8578
801e67c8-c506-410a-bdf0-856a66e974f4	0.68	3.4933
8044a282-bc2c-47c6-8a85-53c3b5eeb08f	0.64	1.9284
804ffa2e-158b-447d-945c-707684134c87	0.91	1.8778
8093649a-74d6-4832-9154-8cc0182fa381	0.96	3.7445
80ab6c08-c622-11e3-bf01-24c6515278c0	0.64	1.9475
80ebcecc-4a7a-40dd-914c-f0648a58095f	0.77	1.7271
80f02aec-c07a-4bcb-b547-e60f8c33a7b1	0.85	1.927
81598359-24d5-4a8b-a6e6-7a6f94289119	0.7	3.3553
819b4304-c622-11e3-bf01-24c6515278c0	0.79	2.2458
81a8b064-e735-455f-b2db-af7ae11daac4	0.67	2.8781
81b1e78c-6032-4ff4-b52a-83456b9450ea	0.28	3.9121
81b4dd02-34ec-4ddc-8818-ed888a60ad88	0.57	2.0242
81bb13fc-f082-4c0b-8066-1729f11ef617	0.66	2.8012
81bc7f0c-865d-4801-a935-2ab04170df53	0.59	1.9481
81c7a8c1-8a6a-4e78-a72c-f7c021c67ff7	0.96	1.958
81cc0f39-6677-4f2e-9a75-d30152b188f3	0.56	1.9898
81d0d6bb-7319-4b67-bcf7-36df24e76b43	0.36	1.9371
8282283d-247a-431d-9421-0fcc52f0a897	0.91	1.7429
8294a969-59a1-4d3b-895b-f07e96bf9f7a	0.29	2.1342
82aefe8e-c622-11e3-bf01-24c6515278c0	0.56	2.0038
82b8cda8-fbff-455e-b0db-7ff6528bd6c8	0.18	2.4083
82be6087-a491-42d4-9b48-6a10d1bace18	0.79	3.2368
82d2ea5f-ebdc-4907-a287-fe837fd6b59c	0.7	3.551
82d7fa2d-19cd-41b7-8ed1-ea9fb9a544c6	0.59	1.8393
836ec5a5-e385-4236-83e7-2641ee35db7f	0.52	1.8908
83a1b304-2ec1-44ae-a9c5-8ad3a2a46a1f	0.5	1.9537
83d57c5c-c622-11e3-bf01-24c6515278c0	0.69	2.2671
83eca7b5-45bb-44c0-8afe-36f8988d0078	0.38	1.934
8404ef5b-7a64-47fe-98f9-3f63619d2d99	0.99	1.9432
841eb82b-347d-4d7f-805f-3f3701a2983d	0.75	2.0151
842df341-d34f-4ed6-928c-eaf15bf7f667	0.92	2.0738
8454fe53-869d-41c8-b0c8-a7929d00eec3	1	2.4979
84a0bc36-9f29-4b23-aee1-bf5ff71f697b	0.26	3.0754
84a6ea88-eeb8-4060-a90c-e4abac013ad4	0.36	2.6688
84aa2983-714b-49fd-af93-f18ed4d6a6cb	0.34	1.9483
84ae4dd8-f661-46aa-9892-69742e2f3542	0.51	1.9386
84c77098-03d0-4b22-afb1-797703e85c6c	0.47	3.8045
84ca6ab0-9edc-4636-9d27-55cdba334d7d	0.82	3.3135
84e601b7-dfa5-4cd5-9fef-07f03967a0d4	0.64	3.526
84fe77b4-f6cc-49bf-a6b9-1621ec9394f8	0.57	2.0482
850389d4-c622-11e3-bf01-24c6515278c0	0.76	2.1384
85422a8e-2599-4dab-a257-150e380ecba8	0.46	1.9783
85448d11-9f84-44b7-8ae3-a115f24bdb76	0.77	1.8957
857a8354-9589-424e-98f4-98b9bfd6dcb0	0.8	1.7214
858631eb-4e91-4aad-809c-c3948519313d	0.82	3.3096
85d915b8-0184-4ec7-93ad-e9ffa2f5743b	0.92	1.9267
85e29049-a5e8-49fa-a576-e113c7b2c2e3	0.62	2.6368
85ed2434-da94-4333-90ca-6ca4691cbdd3	0.88	1.5227
86386b36-2950-4479-b79f-4b347053c8bc	0.77	1.9499
8658f4f5-9a50-4195-8ea3-227951977647	0.55	1.6678
8659a35e-c622-11e3-bf01-24c6515278c0	0.57	2.7214
866ecfe7-caa6-4565-9418-6b9d6c8a3b43	0.8	1.8983
86874a67-aa86-45f1-be32-3b2722ebedec	0.5	1.872
8689b53c-8883-479c-85f6-d13b86272b5d	0.71	1.883
868c95ad-45df-4f8e-9553-b7c2c5679deb	0.79	3.316
8691c87f-2468-44bb-a670-3dccd6da33c6	0.55	3.3076
86ae34f9-e16a-4593-8e55-b1296782bc1f	0.95	2.0263
86cbb7ad-b22b-414f-a122-77d38c77207d	0.75	1.9294
86f23897-dba0-4e89-8381-d174eaa6fcc1	0.64	4.2461
870e7aa5-a9c2-4c4e-afa8-36bb3bdc4eee	0.97	1.9869
873ed251-fa44-465f-99e0-c90a42ea13d9	0.72	1.926
874f64e9-8a0d-4f88-92c4-7e831842b1d1	0.89	1.9625
87671312-c622-11e3-bf01-24c6515278c0	0.82	1.8464
878a7fe7-20ff-4651-9587-b4d6fd42e929	0.47	3.2381
87e0b332-60f3-4d59-8c4e-691a820c9ee1	0.49	1.9543
87e1ffee-a8cd-4d75-937e-ed415cf43546	0.29	1.8742
880e6970-0131-4966-b13e-8614d33f0df7	0.98	1.9583
88395c0e-4afe-434d-8b20-5a3eef8b7f00	0.34	1.9481
8845fce6-e2b4-4929-942b-57096b0bbafc	0.82	1.9995
8853cbee-7931-49a6-b063-a806943a10ad	0.16	1.9467
8867bdef-3a8d-433e-b10f-d752e2cbb022	0.44	3.1651
887616c5-06a7-4e83-948c-3546202349fb	0.62	1.8851
8888e808-594b-4c76-b2e4-62aa56736f7c	0.43	3.29
889fb525-5055-4408-a12e-17f1225c9d29	0.92	1.9762
88bc38ba-ad1d-431e-a67e-0a5a23678386	0.46	1.8259
88d5a8b2-daba-45ce-90bf-480fac85bf1d	0.38	1.8205
88d82a42-c622-11e3-bf01-24c6515278c0	0.88	1.9434
88e35d25-d98d-4576-8ebe-1cd74010ecd8	0.78	3.6306
88f2c496-3eb4-4c03-b3a5-8d5a55803aaf	0.76	1.9401
890e840c-1d1d-4874-a8eb-f9d9a2b50a1c	0.72	2.0382
89195d56-1ef2-41df-b200-9f18e38f574a	0.52	3.5666
8930735a-4eb4-4489-8513-d4b600c316ab	0.69	1.9228
897a4500-6fb8-4e81-aa07-021a26d632fb	0.8	2.2688
897ba508-d74b-46bf-8554-1210a66a36d1	0.82	2.7678
89c48e53-c8a9-4518-b3b8-509cdcaff52b	0.64	3.2733
89dad92e-5b3f-479a-a6da-a94ee7df7f8a	0.65	2.0746
89f34810-19c6-47bc-981d-98498b013686	0.48	2.0443
8a2580c3-9c89-4cb0-b94d-3eca15dac1c3	0.64	3.1129
8a69f3ca-4e17-4daa-8722-a36316e345ba	0.89	1.9405
8a6d6b2e-c622-11e3-bf01-24c6515278c0	0.4	2.0787
8a8dd718-c46e-462a-9793-83d88f5caa7f	0.37	1.9591
8a929c55-35a6-4645-bb70-4b85d281b139	0.72	4.0221
8a9359de-b0ad-4a2d-a543-e3b982697db9	0.16	1.9474
8b0c4c91-2d07-4a9b-97a1-d2bda003437e	0.86	1.8374
8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	0.67	2.6298
8bbe4006-be0a-4cd5-91f6-529100d4f06e	0.62	1.8926
8bda75a6-86b9-458e-948b-05049b4c52ce	0.92	4.184
8be2b0f5-7bad-4720-b13c-e95b32bdb933	0.62	1.6658
8be6b14d-286a-471b-a282-ab98bc6050c3	0.98	1.9857
8c0a7dfa-6ec3-4262-b718-c3605722df37	0.41	1.9135
8c233a11-3b2e-4273-bbe1-b5a5f5a351d5	0.21	1.8563
8c4038b6-c02a-46db-9514-c13b88d9bf48	0.95	2.0001
8c443bd0-7987-44de-b312-5b859e6d13a9	0.82	1.964
8c46a1df-1c10-4188-992a-a55b782494c9	0.89	1.9597
8c4ebff2-8318-4046-98f5-da8f6b1a9e3b	0.74	2.2942
8c5f9574-c622-11e3-bf01-24c6515278c0	0.84	2.635
8c619cbc-9e91-4716-9711-5236e55d8f46	0.66	1.9575
8c850df7-d48e-4386-b3a5-cac5da865ea5	0.47	1.8996
8ca665f8-fe78-48bf-8c0f-c606d92885d4	0.7	3.3832
8cbd1752-7eea-46d3-8623-09e96dfb1fdf	0.86	2.7874
8cce153d-953d-40c5-976b-60f6a143608c	0.94	1.9991
8ce95cae-6adb-4bac-b072-94e2d9b70017	0.68	2.0013
8cf713ff-256b-4411-a1b4-5bf6f445b747	0.8	1.9331
8cf9b32d-3d6f-4898-8c7a-89511b754021	0.92	1.9318
8d4cb709-c95c-4bdc-844b-c0bfa2a3028e	0.62	3.1402
8d5ffe62-6dd9-4764-b0b7-5e3010eefe6d	0.86	1.9353
8d67c121-37d0-4fc0-a349-2c9452589d65	0.54	1.8458
8d7592e2-c622-11e3-bf01-24c6515278c0	0.82	2.1079
8da641e4-9b12-4163-bd1e-9d5af91e5186	0.69	3.4887
8dd14f0e-8601-4aa1-864c-3c49e768cdd1	0.84	1.8699
8ddcf0d9-312f-4055-8984-55d463face34	0.63	2.014
8e03e773-5557-4e78-889b-4710c515378f	0.88	3.9837
8e48aa43-6cd1-4aef-83ce-2451b1b86e8e	0.61	2.483
8e7fe8bb-6b3d-428f-a232-97e6042a0f39	0.55	1.8015
8ea666b7-2b6e-4df8-9a9d-b8265b9749b4	0.87	3.2938
8eb90ea4-c622-11e3-bf01-24c6515278c0	0.84	1.9585
8efb116f-4ecf-4191-8ebf-90a94c1880cf	1	1.9465
8f558713-f32b-403b-aedf-c79efeb41c67	0.49	3.2557
8fa0484b-5f95-4ec8-b3de-cea2e8f3c5ca	0.66	1.8382
8fa7549d-d0a6-4216-9763-74b0f21c0fd7	0.3	1.9318
8fa9575b-b2c9-4bd7-8da1-3c2cdf0e39f6	0.98	1.9108
8fb7fcac-6c1d-40c2-9309-b53821cbef30	0.73	2.1359
8fc11cb6-9d79-41c3-bb45-0dadda890e8d	0.78	1.941
8fc7a4cc-c25d-4372-bf17-2dae795e5596	0.37	2.0454
8fd5e62c-c622-11e3-bf01-24c6515278c0	0.38	1.8602
8ff9b1b6-a498-47fe-a970-ab7cfb64e653	0.36	3.1243
9011cf17-0783-4f9d-b355-4f0fc1a2e78b	0.53	1.874
9020b6a5-8325-4b0d-84d9-04371c857910	0.89	3.2271
9032b7fe-e38a-4641-a45e-67041668adc4	0.54	1.7567
90611290-e44c-438e-91aa-f3b83dae3b71	0.83	2.0325
906f6f1e-569d-4ce2-9273-1f305782f77f	0.98	3.9934
9078333d-73d3-496a-9fc3-a94353b7e107	0.75	1.8119
90883300-d4b6-45d7-af9a-4e4ce4104500	0.77	2
909f3c5d-89fc-419b-a654-75ac1dbb149f	0.96	1.9444
90ab64be-2229-4a8e-b864-4260b6cb39e9	0.93	1.9896
90b3c237-29a4-48b3-90b3-9f2c0ccb5928	0.54	1.7757
90de4296-0223-4b9f-8abb-6db278bfc932	0.94	1.9991
90fd404b-f734-41ed-a601-0f30e43625fc	0.24	2.2031
91397d9c-3120-407f-8847-74b356943469	0.86	1.9274
914421d2-898e-433e-bb66-b1710eaae2c7	0.9	2.0725
915cbb43-9e00-433d-818f-531011bea57e	0.95	1.998
917564e4-c622-11e3-bf01-24c6515278c0	0.77	2.0094
91b6fd6b-547a-47e4-8ecb-a6f1826ccfd3	0.27	1.9612
91f458e6-64b7-454d-a542-b0aa23638fd8	0.74	3.2874
92126163-00c3-41f2-9ce6-7aad5f621407	0.91	2.0167
924613ef-8732-4703-a387-136d37b2ba6b	0.58	2.0007
924bcc4a-c982-43bf-8bbb-641dc983d65e	0.98	1.7898
9258860c-a336-4075-996d-2ee0c18b281c	0.54	4.09
926a04de-ef57-4271-91db-e90de8aa8a1a	0.38	2.4708
929f2216-6ab3-414f-a814-49b69d4b49d9	0.78	3.8211
92dc0e0c-842f-40de-9c39-486b491ea80a	0.3	3.2509
931b24da-5d6d-4c2d-8de9-ef32d6eb8565	0.22	3.0476
9321341c-c622-11e3-bf01-24c6515278c0	0.84	1.9027
935b113e-f5ed-4a07-8e1d-1603daba7f40	0.35	2.5084
93a49462-4bd3-4efa-87a5-69006abba5a0	0.78	3.6984
93b51c61-6eea-4228-a102-840a2e118522	0.85	1.6042
93be2990-bceb-45fd-aca5-3358d96e9d5a	0.92	1.9434
93ff786e-0165-4b02-8d27-806d422e93fc	0.73	1.9289
94108975-b7a0-40ba-ad39-e44cc62e8cc0	0.82	4.5422
941fcb56-e059-403d-aab1-0692a3ecc45e	0.56	4.1778
94244f28-4ba2-4aa6-a0fb-0cd9b94bf9cc	0.64	1.3439
94431626-c622-11e3-bf01-24c6515278c0	0.6	2.1982
94434272-4cbd-4b4d-bd98-44f18526dd69	0.8	1.6069
945e6808-2887-4f32-ac32-8f9e00353bf6	0.89	1.8658
94652d14-2e4d-4f4a-a4f7-8df77df788c0	0.95	1.7796
94b5dc5a-701a-45e3-8f63-8231031a055a	0.74	1.5941
94cf1801-a720-4b2f-aab5-0b76c8ccb242	0.23	1.9308
950486ad-14f8-480a-b079-9cc3cd842090	0.79	2.0696
9536f736-63bc-4099-bd54-740f5910f4a8	0.83	1.9644
955763f0-0735-418f-9ea4-3c980a966002	0.47	1.9482
9563a264-c622-11e3-bf01-24c6515278c0	0.79	1.9612
95730d8b-327a-402c-a8bf-d71370f777a7	0.54	1.8476
958d4d1d-25e2-43f2-a18b-59b2c66f0c05	0.71	1.8043
959efb81-1d56-4659-9b7a-09f2b62483f2	0.43	1.9446
95cc9620-7686-4805-a96c-cf8e659847c3	0.82	3.8109
95e8d38a-122e-494c-a304-bef4275fed7e	0.63	3.599
95fc38ac-2b36-4c46-abbf-8d2d52ff9626	0.93	1.8951
9623d295-c23d-4f2f-827c-69f767a26f1f	0.55	1.9162
9650640f-154d-4696-aa96-3611c6fcee7b	0.55	2.004
96517058-18d2-4847-8085-768ca8aa1565	0.48	3.8716
968929b0-6bfb-4a2c-bd4d-570bfcdb8a6a	0.9	2.0088
9689cb33-8ac9-4ee5-800d-3900769988af	0.2	1.9476
96a2896c-1e32-4827-a526-6b7104832f9a	0.23	2.4506
96abdbc8-c622-11e3-bf01-24c6515278c0	0.7	4.4922
96b67289-9c42-402b-8e30-9efb4d512bef	0.68	1.901
96ba50eb-3c12-41ad-ac7b-d23b2001fe44	0.63	2.9782
96cca60e-17dc-44c3-90f7-1b57b0e08e5f	0.7	1.7793
96dc785c-8417-4813-8d15-c32b22d78b74	0.8	3.372
96e3db14-2bb1-4f68-aed6-5e794750c96e	0.59	2.0308
96e62134-b8cc-4931-9c99-1193448c7c93	0.98	1.9975
96e99cf0-707e-49f3-9ec6-cb4f90ecf7e4	0.61	1.8863
96ef40c3-8d4c-4fe1-a33a-99f5b205a0bb	0.88	2.0017
96f337d2-cec4-4484-87cd-ab2109d2bf50	0.77	3.2937
97064332-1d4f-4571-93ff-354ffe6d7df9	0.56	1.6117
973d0577-8ca4-44a1-817f-1d3c1bada151	0.64	3.4322
9749a9a5-cb7f-4038-a5f9-5e2d6b97c689	0.38	1.9896
978ae91e-6ebe-4efa-97ff-cfad511ae7b3	0.24	3.8855
97a6f44a-c622-11e3-bf01-24c6515278c0	0.32	1.9288
97c1a300-978d-4df1-9e97-ce2f92b9eff1	0.56	2
97c46ede-b280-4344-8dbb-e860c6472239	0.72	2.9313
97f451e5-a1cc-4f29-8318-0e6ae74efe2f	0.46	1.9396
982b58c4-02b3-4e7d-8af0-4b133d0c7e50	0.25	1.8586
983c14b8-f35b-497b-9fd4-5e5f5f0a7aa7	0.48	1.8831
987528ac-437a-4eb8-a335-4f2076d5c006	0.82	2.812
987d41ee-6bab-490c-b0f2-bf28c0089de9	0.6	3.8569
9880c3c9-5685-42a7-8fe9-7585ea1a1d37	0.7	1.9988
98bb3025-0637-4106-8621-12df7b5d662f	0.63	2.0626
98d27916-c622-11e3-bf01-24c6515278c0	0.97	2.1901
98e8f23c-5970-4fce-9551-4b11a772fe1b	0.9	4.0662
98f54445-b151-4aeb-b8cf-91d743ba066e	0.97	1.9242
992d9566-b1da-421a-bf36-d23382b115fa	0.68	1.9765
995a1ad2-faca-4a37-a59d-e62455985afb	0.39	2.0881
99696731-c88f-427b-975b-1d90013e63ff	0.93	2.0771
9988eb07-01f6-4f83-8699-bb63e0525f08	0.49	5.297
99bdc3da-c622-11e3-bf01-24c6515278c0	0.39	2.0196
99e7016a-c3c1-431c-8838-beb78a3cc017	0.85	1.9278
9a015939-8810-4808-9dfa-fb60a1173bc7	0.36	1.9095
9a5bb831-8cb8-4de0-b94b-088cb38def1a	0.76	3.3011
9a90f951-ad96-4883-b97f-ac43395dae5d	0.92	1.6187
9aac83e4-c622-11e3-bf01-24c6515278c0	0.8	2.0791
9ae0744a-9bc1-4cd7-b7cf-c6569ed9e4aa	0.8	1.9661
9ae33a63-6b1a-43bf-9205-463c867bcbc4	0.69	2.6756
9aecfc8f-62ea-4acf-aa00-d1f0fe6c6556	0.94	1.8123
9b3e7a03-cf8c-4da8-bc36-20129d7783ba	0.78	2.0629
